Q,A,label
청포묵의 칼로리는 몇이야?,(100g)  당 - 칼로리: 37kcal | 지방: 0.01g | 탄수화물: 8.94g | 단백질: 0.08g,1
체리에이드의 칼로리는 몇이야?,1병 (350ml)당 - 칼로리: 172kcal | 지방: 0.00g | 탄수화물: 43.00g | 단백질: 0.00g,1
체리의 칼로리는 몇이야?,(1개)당 - 칼로리: 5kcal | 지방: 0.02g | 탄수화물: 1.22g | 단백질: 0.08g,1
초밥의 칼로리는 몇이야?,(1개)당 - 칼로리: 37kcal | 지방: 0.11g | 탄수화물: 7.77g | 단백질: 1.12g,1
초정탄산라임의 칼로리는 몇이야?,100ml당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
초정탄산수의 칼로리는 몇이야?,100ml당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
초코&와플의 칼로리는 몇이야?,1봉 (21g)당 - 칼로리: 106kcal | 지방: 6.00g | 탄수화물: 12.00g | 단백질: 1.00g,1
총각김치의 칼로리는 몇이야?,(1인분)당 - 칼로리: 11kcal | 지방: 0.10g | 탄수화물: 2.35g | 단백질: 0.47g,1
쵸콜릿 씌운 과일의 칼로리는 몇이야?,1 알당 - 칼로리: 34kcal | 지방: 2.97g | 탄수화물: 2.08g | 단백질: 0.15g,1
추어탕의 칼로리는 몇이야?,(1인분)당 - 칼로리: 194kcal | 지방: 8.01g | 탄수화물: 3.54g | 단백질: 26.52g,1
충무김밥의 칼로리는 몇이야?,(1인분)당 - 칼로리: 526kcal | 지방: 0.97g | 탄수화물: 115.76g | 단백질: 9.77g,1
치즈김밥의 칼로리는 몇이야?,1 줄당 - 칼로리: 545kcal | 지방: 11.46g | 탄수화물: 91.76g | 단백질: 15.82g,1
치즈쏙크라비아의 칼로리는 몇이야?,(1인분)  (135g)당 - 칼로리: 140kcal | 지방: 1.80g | 탄수화물: 21.00g | 단백질: 10.00g,1
치즈오븐스파게티의 칼로리는 몇이야?,1그릇 (400g)당 - 칼로리: 550kcal | 지방: 8.00g | 탄수화물: 96.00g | 단백질: 24.00g,1
치즈크러스트의 칼로리는 몇이야?,1회 (80g)당 - 칼로리: 216kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
치즈피자의 칼로리는 몇이야?,2조각 (146g)당 - 칼로리: 445kcal | 지방: 14.00g | 탄수화물: 68.00g | 단백질: 28.00g,1
치킨텐더의 칼로리는 몇이야?,1회 (172g)당 - 칼로리: 367kcal | 지방: 4.00g | 탄수화물: 1.70g | 단백질: 32.00g,1
칠성사이다 (300ml)의 칼로리는 몇이야?,1펫 (300ml)당 - 칼로리: 130kcal | 지방: 0.00g | 탄수화물: 32.00g | 단백질: 0.00g,1
칠성사이다 복숭아의 칼로리는 몇이야?,(1인분)  (500ml)당 - 칼로리: 215kcal | 지방: 0.00g | 탄수화물: 54.00g | 단백질: 0.00g,1
칠성사이다 제로의 칼로리는 몇이야?,(1인분)  (500ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 8.00g | 단백질: 0.00g,1
칠성사이다의 칼로리는 몇이야?,100ml당 - 칼로리: 45kcal | 지방: 0.00g | 탄수화물: 11.00g | 단백질: 0.00g,1
카라멜 와플의 칼로리는 몇이야?,1회 (33g)당 - 칼로리: 150kcal | 지방: 6.00g | 탄수화물: 23.00g | 단백질: 1.00g,1
카베르네 소비뇽 와인의 칼로리는 몇이야?,1 150ml 잔당 - 칼로리: 123kcal | 지방: 0.00g | 탄수화물: 3.82g | 단백질: 0.10g,1
카카오닙스차의 칼로리는 몇이야?,1병 (500ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
카프리썬 딸기키위맛의 칼로리는 몇이야?,1봉지 (200ml)당 - 칼로리: 96kcal | 지방: 0.00g | 탄수화물: 24.00g | 단백질: 0.00g,1
카프리썬 사파리의 칼로리는 몇이야?,1봉지 (200ml)당 - 칼로리: 60kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g,1
카프리썬 알라스카 아이스티의 칼로리는 몇이야?,1봉지 (200ml)당 - 칼로리: 60kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g,1
카프리썬 오렌지망고의 칼로리는 몇이야?,1봉지 (200ml)당 - 칼로리: 60kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g,1
카프리썬 오렌지의 칼로리는 몇이야?,100ml당 - 칼로리: 30kcal | 지방: 0.00g | 탄수화물: 7.50g | 단백질: 0.00g,1
카프리썬 오렌지트로피칼의 칼로리는 몇이야?,1봉지 (330ml)당 - 칼로리: 127kcal | 지방: 0.00g | 탄수화물: 30.70g | 단백질: 0.00g,1
칵테일새우의 칼로리는 몇이야?,1 새우와 소스당 - 칼로리: 20kcal | 지방: 0.18g | 탄수화물: 1.67g | 단백질: 2.51g,1
캐나다 드라이 진저에일의 칼로리는 몇이야?,(1캔)(250ml)당 - 칼로리: 80kcal | 지방: 0.00g | 탄수화물: 20.00g | 단백질: 0.00g,1
캐모마일 프레쉬의 칼로리는 몇이야?,(1인분)  (500ml)당 - 칼로리: 120kcal | 지방: 0.40g | 탄수화물: 29.00g | 단백질: 1.00g,1
커피 코카콜라 의 칼로리는 몇이야?,(1캔)(250ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
코다리강정의 칼로리는 몇이야?,(1인분)당 - 칼로리: 500kcal | 지방: 25.18g | 탄수화물: 26.32g | 단백질: 41.01g,1
코다리의 칼로리는 몇이야?,(100g)  당 - 칼로리: 108kcal | 지방: 1.15g | 탄수화물: 0g | 단백질: 22.76g,1
코다리조림의 칼로리는 몇이야?,(1인분)당 - 칼로리: 219kcal | 지방: 5.14g | 탄수화물: 11.47g | 단백질: 29.08g,1
코다리찜의 칼로리는 몇이야?,(100g)  당 - 칼로리: 138kcal | 지방: 2.99g | 탄수화물: 5.74g | 단백질: 22.32g,1
코카콜라 오리지널의 칼로리는 몇이야?,1병 (500ml)당 - 칼로리: 216kcal | 지방: 0.00g | 탄수화물: 54.00g | 단백질: 0.00g,1
코코넛우유의 칼로리는 몇이야?,(1컵) (200ml)당 - 칼로리: 140kcal | 지방: 4.40g | 탄수화물: 21.00g | 단백질: 4.00g,1
코코넛의 칼로리는 몇이야?,(100g)  당 - 칼로리: 354kcal | 지방: 33.49g | 탄수화물: 15.23g | 단백질: 3.33g,1
코코리치 망고의 칼로리는 몇이야?,(1인분)  (340ml)당 - 칼로리: 110kcal | 지방: 0.00g | 탄수화물: 27.00g | 단백질: 0.00g,1
코코파인젤리의 칼로리는 몇이야?,1개 (250g)당 - 칼로리: 175kcal | 지방: 0.50g | 탄수화물: 42.00g | 단백질: 0.00g,1
코코팜의 칼로리는 몇이야?,(1인분)  (240ml)당 - 칼로리: 75kcal | 지방: 0.00g | 탄수화물: 19.00g | 단백질: 0.00g,1
코코포도의 칼로리는 몇이야?,(1캔)(240ml)당 - 칼로리: 65kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 0.00g,1
콘샐러드의 칼로리는 몇이야?,(1인분)당 - 칼로리: 160kcal | 지방: 8.35g | 탄수화물: 21.81g | 단백질: 2.55g,1
콜드 포도주스의 칼로리는 몇이야?,100ml당 - 칼로리: 60kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g,1
콜라 (200ml)의 칼로리는 몇이야?,(1컵) (200ml)당 - 칼로리: 92kcal | 지방: 0.00g | 탄수화물: 23.00g | 단백질: 0.00g,1
콜라 (355ml)의 칼로리는 몇이야?,1잔 (355ml)당 - 칼로리: 152kcal | 지방: 0.00g | 탄수화물: 38.00g | 단백질: 0.00g,1
콜라 소다의 칼로리는 몇이야?,1 캔 355 ml당 - 칼로리: 136kcal | 지방: 0.07g | 탄수화물: 35.18g | 단백질: 0.26g,1
콜라 제로의 칼로리는 몇이야?,(1캔)(250ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
콜롬비아 마일드의 칼로리는 몇이야?,(1인분)  (320ml)당 - 칼로리: 10kcal | 지방: 0.00g | 탄수화물: 1.00g | 단백질: 0.00g,1
콤부차의 칼로리는 몇이야?,(1인분)  (315ml)당 - 칼로리: 69kcal | 지방: 0.00g | 탄수화물: 6.00g | 단백질: 0.00g,1
콤비네이션피자의 칼로리는 몇이야?,2조각 (176g)당 - 칼로리: 485kcal | 지방: 10.00g | 탄수화물: 74.00g | 단백질: 28.00g,1
콩자반의 칼로리는 몇이야?,(1인분)당 - 칼로리: 95kcal | 지방: 0.41g | 탄수화물: 18.17g | 단백질: 5.34g,1
쿨피스 복숭아의 칼로리는 몇이야?,(1인분)  (450ml)당 - 칼로리: 170kcal | 지방: 0.00g | 탄수화물: 41.00g | 단백질: 1.00g,1
크라비아의 칼로리는 몇이야?,1팩 (4개) (80g)당 - 칼로리: 80kcal | 지방: 1.10g | 탄수화물: 8.00g | 단백질: 9.00g,1
크래미의 칼로리는 몇이야?,(1인분)  (90g)당 - 칼로리: 80kcal | 지방: 0.00g | 탄수화물: 10.00g | 단백질: 9.00g,1
크랜베리의 칼로리는 몇이야?,(100g)  당 - 칼로리: 46kcal | 지방: 0.13g | 탄수화물: 12.2g | 단백질: 0.39g,1
크리스피 와플의 칼로리는 몇이야?,2봉지 (36g)당 - 칼로리: 175kcal | 지방: 7.00g | 탄수화물: 25.00g | 단백질: 3.00g,1
클라우드 클리어 제로의 칼로리는 몇이야?,(1캔)(350ml)당 - 칼로리: 30kcal | 지방: 0.00g | 탄수화물: 7.00g | 단백질: 0.00g,1
키안티 와인의 칼로리는 몇이야?,1 150ml 잔당 - 칼로리: 124kcal | 지방: 0.00g | 탄수화물: 4.01g | 단백질: 0.10g,1
키위 열매의 칼로리는 몇이야?,(1개)당 - 칼로리: 46kcal | 지방: 0.40g | 탄수화물: 11.14g | 단백질: 0.87g,1
키조개의 칼로리는 몇이야?,(100g)  당 - 칼로리: 57kcal | 지방: 0.83g | 탄수화물: 0.87g | 단백질: 10.79g,1
킨사이다의 칼로리는 몇이야?,(1인분)  (250ml)당 - 칼로리: 108kcal | 지방: 0.00g | 탄수화물: 27.00g | 단백질: 0.00g,1
킹크랩의 칼로리는 몇이야?,(100g)  당 - 칼로리: 84kcal | 지방: 0.6g | 탄수화물: 0.0g | 단백질: 18.29g,1
타코야끼의 칼로리는 몇이야?,(1개)당 - 칼로리: 29kcal | 지방: 0.63g | 탄수화물: 4.28g | 단백질: 1.30g,1
탄산수의 칼로리는 몇이야?,100 ml  당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
탄젤로의 칼로리는 몇이야?,(1개) 작은것당 - 칼로리: 32kcal | 지방: 0.08g | 탄수화물: 7.99g | 단백질: 0.64g,1
태양의 마테차의 칼로리는 몇이야?,100ml당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
태평양 대구의 칼로리는 몇이야?,(100g)  당 - 칼로리: 82kcal | 지방: 0.63g | 탄수화물: 0.0g | 단백질: 17.9g,1
텐신동의 칼로리는 몇이야?,(1인분)당 - 칼로리: 429kcal | 지방: 22.97g | 탄수화물: 24.54g | 단백질: 27.86g,1
토닉 워터의 칼로리는 몇이야?,1 캔 또는 병 (350 ml)당 - 칼로리: 124kcal | 지방: 0.00g | 탄수화물: 32.21g | 단백질: 0.00g,1
토레타의 칼로리는 몇이야?,(1컵) (340ml)당 - 칼로리: 58kcal | 지방: 0.00g | 탄수화물: 14.00g | 단백질: 0.50g,1
토마토 소스한 정어리의 칼로리는 몇이야?,(1컵)당 - 칼로리: 166kcal | 지방: 9.31g | 탄수화물: 0.66g | 단백질: 18.57g,1
토마토주스의 칼로리는 몇이야?,1병 (180ml)당 - 칼로리: 92kcal | 지방: 0.00g | 탄수화물: 22.00g | 단백질: 1.00g,1
통조림 게의 칼로리는 몇이야?,(100g)  당 - 칼로리: 99kcal | 지방: 1.23g | 탄수화물: 0.0g | 단백질: 20.52g,1
통조림 참치의 칼로리는 몇이야?,(100g)  당 - 칼로리: 116kcal | 지방: 0.82g | 탄수화물: 0.0g | 단백질: 25.51g,1
통통하게의 칼로리는 몇이야?,(1인분)  (80g)당 - 칼로리: 75kcal | 지방: 0.00g | 탄수화물: 10.00g | 단백질: 9.00g,1
트레비 라임의 칼로리는 몇이야?,1회 (300ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
트레비 자몽의 칼로리는 몇이야?,1병 (500ml)당 - 칼로리: 0kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
트로피칼 후룻샐러드의 칼로리는 몇이야?,1팩 (115g)당 - 칼로리: 66kcal | 지방: 0.20g | 탄수화물: 15.50g | 단백질: 0.60g,1
트리플스트롱 에스프레소라떼의 칼로리는 몇이야?,(1컵) (300ml)당 - 칼로리: 185kcal | 지방: 8.00g | 탄수화물: 22.00g | 단백질: 6.00g,1
트위스터 백포도 복숭아의 칼로리는 몇이야?,(1캔)(175ml)당 - 칼로리: 65kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 0.00g,1
티즐 유자 그린티의 칼로리는 몇이야?,(1인분)  (500ml)당 - 칼로리: 200kcal | 지방: 0.00g | 탄수화물: 50.00g | 단백질: 0.00g,1
티즐 피치 우롱티의 칼로리는 몇이야?,(1인분)  (500ml)당 - 칼로리: 192kcal | 지방: 0.00g | 탄수화물: 48.00g | 단백질: 0.00g,1
티즐의 칼로리는 몇이야?,(1인분)  (500ml)당 - 칼로리: 192kcal | 지방: 0.00g | 탄수화물: 48.00g | 단백질: 0.00g,1
파래무침의 칼로리는 몇이야?,1 소접시당 - 칼로리: 29kcal | 지방: 0.61g | 탄수화물: 4.16g | 단백질: 3.44g,1
파워에이드 스파클링의 칼로리는 몇이야?,(1인분)  (355ml)당 - 칼로리: 60kcal | 지방: 0.00g | 탄수화물: 14.00g | 단백질: 1.00g,1
파워에이드 에너지펀치의 칼로리는 몇이야?,(1컵) (200ml)당 - 칼로리: 24kcal | 지방: 0.00g | 탄수화물: 6.00g | 단백질: 0.00g,1
파워오투 아이스베리향의 칼로리는 몇이야?,(1인분)  (500ml)당 - 칼로리: 88kcal | 지방: 0.00g | 탄수화물: 21.00g | 단백질: 0.00g,1
파워오투 애플키위향의 칼로리는 몇이야?,(1인분)  (500ml)당 - 칼로리: 78kcal | 지방: 0.00g | 탄수화물: 19.00g | 단백질: 0.00g,1
파워오투 오렌지 레몬향의 칼로리는 몇이야?,(1인분)  (500ml)당 - 칼로리: 89kcal | 지방: 0.00g | 탄수화물: 21.00g | 단백질: 0.00g,1
파파야의 칼로리는 몇이야?,(100g)  당 - 칼로리: 39kcal | 지방: 0.14g | 탄수화물: 9.81g | 단백질: 0.61g,1
팔보채의 칼로리는 몇이야?,(1인분)당 - 칼로리: 290kcal | 지방: 12.92g | 탄수화물: 16.91g | 단백질: 27.35g,1
팔팔 오디의 칼로리는 몇이야?,(1인분)  (354ml)당 - 칼로리: 134kcal | 지방: 0.20g | 탄수화물: 30.00g | 단백질: 1.00g,1
패밀리검은콩선식의 칼로리는 몇이야?,1회 (30g)당 - 칼로리: 119kcal | 지방: 1.00g | 탄수화물: 24.00g | 단백질: 4.00g,1
패션후르츠의 칼로리는 몇이야?,(100g)  당 - 칼로리: 97kcal | 지방: 0.7g | 탄수화물: 23.38g | 단백질: 2.2g,1
펀치 애플홀릭의 칼로리는 몇이야?,1병 (400ml)당 - 칼로리: 192kcal | 지방: 0.00g | 탄수화물: 48.00g | 단백질: 0.00g,1
펄프에이드 자몽의 칼로리는 몇이야?,1잔 (360ml)당 - 칼로리: 155kcal | 지방: 0.00g | 탄수화물: 39.00g | 단백질: 0.00g,1
페스츄리 와플의 칼로리는 몇이야?,1개 (41g)당 - 칼로리: 153kcal | 지방: 3.00g | 탄수화물: 5.00g | 단백질: 3.00g,1
페퍼 그릴 닭가슴살의 칼로리는 몇이야?,(100g)당 - 칼로리: 110kcal | 지방: 2.40g | 탄수화물: 1.00g | 단백질: 21.00g,1
페퍼 닭가슴살의 칼로리는 몇이야?,(100g)당 - 칼로리: 122kcal | 지방: 1.80g | 탄수화물: 0.80g | 단백질: 26.00g,1
페퍼 로니의 칼로리는 몇이야?,1 슬라이스당 - 칼로리: 26kcal | 지방: 2.22g | 탄수화물: 0.22g | 단백질: 1.12g,1
페퍼 스테이크 피자의 칼로리는 몇이야?,(1인분)  (120g)당 - 칼로리: 301kcal | 지방: 10.00g | 탄수화물: 37.00g | 단백질: 16.00g,1
페퍼 잭 치즈의 칼로리는 몇이야?,(100g)당 - 칼로리: 375kcal | 지방: 31.00g | 탄수화물: 2.00g | 단백질: 22.00g,1
페퍼로니피자의 칼로리는 몇이야?,2조각 (140g)당 - 칼로리: 445kcal | 지방: 20.00g | 탄수화물: 56.00g | 단백질: 34.00g,1
페퍼소다의 칼로리는 몇이야?,1 캔 355 ml당 - 칼로리: 4kcal | 지방: 0.00g | 탄수화물: 0.53g | 단백질: 0.43g,1
포도의 칼로리는 몇이야?,1 알 씨없음당 - 칼로리: 3kcal | 지방: 0.01g | 탄수화물: 0.90g | 단백질: 0.04g,1
포차참치 베이컨김치볶음의 칼로리는 몇이야?,(100g)당 - 칼로리: 165kcal | 지방: 7.00g | 탄수화물: 7.00g | 단백질: 19.00g,1
포카리스웨트 (250ml)의 칼로리는 몇이야?,1회 (250ml)당 - 칼로리: 65kcal | 지방: 0.00g | 탄수화물: 15.00g | 단백질: 0.00g,1
포카리스웨트 분말의 칼로리는 몇이야?,(1컵) (11g)당 - 칼로리: 40kcal | 지방: 0.00g | 탄수화물: 10.00g | 단백질: 0.00g,1
포테이토 피자의 칼로리는 몇이야?,2조각 (182g)당 - 칼로리: 455kcal | 지방: 10.00g | 탄수화물: 64.00g | 단백질: 30.00g,1
폼펠모의 칼로리는 몇이야?,(1캔)(330ml)당 - 칼로리: 137kcal | 지방: 1.00g | 탄수화물: 31.00g | 단백질: 1.00g,1
푸룬의 칼로리는 몇이야?,(1개)당 - 칼로리: 20kcal | 지방: 0.03g | 탄수화물: 5.37g | 단백질: 0.18g,1
푸룬주스의 칼로리는 몇이야?,(1인분)  (200ml)당 - 칼로리: 138kcal | 지방: 0.00g | 탄수화물: 33.60g | 단백질: 1.00g,1
풋사과의 칼로리는 몇이야?,(1개)당 - 칼로리: 73kcal | 지방: 0.24g | 탄수화물: 19.30g | 단백질: 0.36g,1
퓨어씨드 과즙젤리 사과의 칼로리는 몇이야?,(100g)당 - 칼로리: 23kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 0.00g,1
퓨어씨드 과즙젤리 트로피컬의 칼로리는 몇이야?,(100g)당 - 칼로리: 21kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 0.00g,1
퓨어씨드 과즙젤리 푸룬의 칼로리는 몇이야?,(100g)당 - 칼로리: 25kcal | 지방: 0.00g | 탄수화물: 18.00g | 단백질: 0.00g,1
퓨어주스 포도100%의 칼로리는 몇이야?,(1인분)  (190ml)당 - 칼로리: 90kcal | 지방: 0.00g | 탄수화물: 23.00g | 단백질: 0.00g,1
프로틴 와퍼의 칼로리는 몇이야?,1회 (42g)당 - 칼로리: 195kcal | 지방: 9.00g | 탄수화물: 13.00g | 단백질: 15.00g,1
프리미어프로틴의 칼로리는 몇이야?,1회 (325ml)당 - 칼로리: 170kcal | 지방: 3.00g | 탄수화물: 6.00g | 단백질: 30.00g,1
프리미엄 포도 Ca의 칼로리는 몇이야?,(1컵) (200ml)당 - 칼로리: 116kcal | 지방: 0.00g | 탄수화물: 29.00g | 단백질: 0.00g,1
프리미엄 포도주스100의 칼로리는 몇이야?,1병 (180ml)당 - 칼로리: 100kcal | 지방: 0.00g | 탄수화물: 25.00g | 단백질: 1.00g,1
프리미엄 훼미리 사과쥬스의 칼로리는 몇이야?,1병 (180ml)당 - 칼로리: 88kcal | 지방: 0.00g | 탄수화물: 22.00g | 단백질: 0.00g,1
플레인 와플의 칼로리는 몇이야?,(1인분) 당 - 칼로리: 327kcal | 지방: 9.00g | 탄수화물: 21.00g | 단백질: 3.00g,1
피나콜라다의 칼로리는 몇이야?,1회 (350ml)당 - 칼로리: 132kcal | 지방: 0.00g | 탄수화물: 33.00g | 단백질: 0.00g,1
피노 누아 와인의 칼로리는 몇이야?,1 150ml 잔당 - 칼로리: 122kcal | 지방: 0.00g | 탄수화물: 3.40g | 단백질: 0.10g,1
피노 블랑 와인의 칼로리는 몇이야?,1 150ml 잔당 - 칼로리: 121kcal | 지방: 0.00g | 탄수화물: 2.85g | 단백질: 0.10g,1
피뿔고둥의 칼로리는 몇이야?,(100g)당 - 칼로리: 105kcal | 지방: 0.20g | 탄수화물: 8.00g | 단백질: 17.90g,1
피조개의 칼로리는 몇이야?,(100g)  당 - 칼로리: 76kcal | 지방: 1.11g | 탄수화물: 1.17g | 단백질: 14.46g,1
피치우롱티의 칼로리는 몇이야?,(1인분)  (500ml)당 - 칼로리: 192kcal | 지방: 0.00g | 탄수화물: 48.00g | 단백질: 0.00g,1
핑크 레모네이드의 칼로리는 몇이야?,(1컵)당 - 칼로리: 99kcal | 지방: 0.00g | 탄수화물: 25.94g | 단백질: 0.25g,1
핑크 레이디 사과의 칼로리는 몇이야?,(1개) 중간크기당 - 칼로리: 72kcal | 지방: 0.23g | 탄수화물: 19.06g | 단백질: 0.36g,1
하늘보리의 칼로리는 몇이야?,1병 (500ml)당 - 칼로리: 59kcal | 지방: 0.00g | 탄수화물: 14.00g | 단백질: 0.00g,1
하트비트의 칼로리는 몇이야?,1회 (250ml)당 - 칼로리: 70kcal | 지방: 0.00g | 탄수화물: 18.00g | 단백질: 0.00g,1
한라봉의 칼로리는 몇이야?,(1개) 중간크기당 - 칼로리: 120kcal | 지방: 0.70g | 탄수화물: 30.09g | 단백질: 1.83g,1
한치의 칼로리는 몇이야?,(100g)  당 - 칼로리: 88kcal | 지방: 1.31g | 탄수화물: 2.93g | 단백질: 14.84g,1
핫식스 (355ml)의 칼로리는 몇이야?,(1캔)(355ml)당 - 칼로리: 175kcal | 지방: 0.00g | 탄수화물: 43.00g | 단백질: 0.00g,1
핫식스 자몽의 칼로리는 몇이야?,(1캔)(250ml)당 - 칼로리: 115kcal | 지방: 0.00g | 탄수화물: 29.00g | 단백질: 0.00g,1
핫식스더킹포스의 칼로리는 몇이야?,(1캔)(330ml)당 - 칼로리: 13kcal | 지방: 1.00g | 탄수화물: 1.00g | 단백질: 0.00g,1
핫치킨피자의 칼로리는 몇이야?,2조각 (178g)당 - 칼로리: 435kcal | 지방: 8.20g | 탄수화물: 60.00g | 단백질: 21.00g,1
해덕 반죽튀김의 칼로리는 몇이야?,(100g)  당 - 칼로리: 178kcal | 지방: 8.07g | 탄수화물: 6.94g | 단백질: 18.32g,1
해덕구이의 칼로리는 몇이야?,1 쪽 필렛당 - 칼로리: 197kcal | 지방: 5.71g | 탄수화물: 0.74g | 단백질: 34.00g,1
해덕의 칼로리는 몇이야?,(100g)  당 - 칼로리: 128kcal | 지방: 3.71g | 탄수화물: 0.48g | 단백질: 22.08g,1
해물 곤약 누룽지탕의 칼로리는 몇이야?,(1인분)  (270g)당 - 칼로리: 145kcal | 지방: 1.60g | 탄수화물: 29.00g | 단백질: 4.00g,1
해물덮밥의 칼로리는 몇이야?,(1인분)당 - 칼로리: 561kcal | 지방: 6.84g | 탄수화물: 93.63g | 단백질: 29.93g,1
해물뚝배기의 칼로리는 몇이야?,(1인분)당 - 칼로리: 178kcal | 지방: 3.02g | 탄수화물: 9.14g | 단백질: 26.94g,1
해물찜의 칼로리는 몇이야?,(1인분)당 - 칼로리: 269kcal | 지방: 11.52g | 탄수화물: 17.84g | 단백질: 23.70g,1
해물탕의 칼로리는 몇이야?,1 대접당 - 칼로리: 80kcal | 지방: 1.54g | 탄수화물: 4.29g | 단백질: 11.89g,1
해물파전의 칼로리는 몇이야?,1 소접시당 - 칼로리: 240kcal | 지방: 9.82g | 탄수화물: 24.54g | 단백질: 13.20g,1
해산물 파에리아의 칼로리는 몇이야?,(1컵)당 - 칼로리: 343kcal | 지방: 10.63g | 탄수화물: 39.60g | 단백질: 20.57g,1
해산물 팟타이의 칼로리는 몇이야?,(1인분) 당 - 칼로리: 340kcal | 지방: 0.00g | 탄수화물: 0.00g | 단백질: 0.00g,1
해삼의 칼로리는 몇이야?,(100g)  당 - 칼로리: 15kcal | 지방: 0.09g | 탄수화물: 0.68g | 단백질: 2.86g,1
해파리냉채의 칼로리는 몇이야?,1 소접시당 - 칼로리: 53kcal | 지방: 1.72g | 탄수화물: 3.03g | 단백질: 6.57g,1
해파리의 칼로리는 몇이야?,(1컵)당 - 칼로리: 21kcal | 지방: 0.81g | 탄수화물: 0.00g | 단백질: 3.19g,1
허니 유자의 칼로리는 몇이야?,1병 (280ml)당 - 칼로리: 140kcal | 지방: 0.00g | 탄수화물: 35.00g | 단백질: 0.00g,1
허니&유자 비타민C의 칼로리는 몇이야?,(1인분)  (140ml)당 - 칼로리: 75kcal | 지방: 0.00g | 탄수화물: 19.00g | 단백질: 0.00g,1
허니레몬배의 칼로리는 몇이야?,(1인분)  (280ml)당 - 칼로리: 150kcal | 지방: 0.00g | 탄수화물: 38.00g | 단백질: 0.00g,1
허니유자의 칼로리는 몇이야?,1회 (280ml)당 - 칼로리: 140kcal | 지방: 0.00g | 탄수화물: 35.00g | 단백질: 0.00g,1
헛개파워의 칼로리는 몇이야?,100ml당 - 칼로리: 70kcal | 지방: 0.00g | 탄수화물: 18.00g | 단백질: 0.00g,1
헬로 팬돌이 블루의 칼로리는 몇이야?,(1인분)  (280ml)당 - 칼로리: 64kcal | 지방: 0.00g | 탄수화물: 16.00g | 단백질: 0.00g,1
현미밥의 칼로리는 몇이야?,1 공기당 - 칼로리: 321kcal | 지방: 1.53g | 탄수화물: 68.95g | 단백질: 6.30g,1
호박나물의 칼로리는 몇이야?,1 소접시당 - 칼로리: 20kcal | 지방: 0.54g | 탄수화물: 4.00g | 단백질: 0.58g,1
호박부침개의 칼로리는 몇이야?,(1인분)당 - 칼로리: 190kcal | 지방: 6.84g | 탄수화물: 26.18g | 단백질: 6.69g,1
호박전의 칼로리는 몇이야?,1 소접시당 - 칼로리: 90kcal | 지방: 6.41g | 탄수화물: 6.33g | 단백질: 2.24g,1
호분구이의 칼로리는 몇이야?,(100g)  당 - 칼로리: 132kcal | 지방: 4.38g | 탄수화물: 0.41g | 단백질: 21.38g,1
호분의 칼로리는 몇이야?,(100g)  당 - 칼로리: 132kcal | 지방: 4.38g | 탄수화물: 0.41g | 단백질: 21.38g,1
홈스타일 오렌지의 칼로리는 몇이야?,1병 (300ml)당 - 칼로리: 144kcal | 지방: 0.00g | 탄수화물: 34.00g | 단백질: 2.00g,1
홈스타일 청포도의 칼로리는 몇이야?,1회 (300ml)당 - 칼로리: 120kcal | 지방: 0.00g | 탄수화물: 30.00g | 단백질: 0.00g,1
홍게의 칼로리는 몇이야?,(100g)  당 - 칼로리: 49kcal | 지방: 0.48g | 탄수화물: 0.01g | 단백질: 10.39g,1
홍시의 칼로리는 몇이야?,(1개)당 - 칼로리: 66kcal | 지방: 0.18g | 탄수화물: 17.54g | 단백질: 0.55g,1
홍어의 칼로리는 몇이야?,(100g)  당 - 칼로리: 87kcal | 지방: 0.73g | 탄수화물: 0g | 단백질: 18.95g,1
홍어회무침의 칼로리는 몇이야?,1 소접시당 - 칼로리: 139kcal | 지방: 3.37g | 탄수화물: 9.14g | 단백질: 19.70g,1
